Category,Artist,Title,Year,Image URL,Painting Info URL,file name,path
Rococo,Joshua Reynolds,Colonel Acland and Lord Sydney: The Archers,1769,https://use2-uploads7.wikiart.org/images/joshua-reynolds/the-archers-double-portrait-of-colonel-john-dyke-acland-and-dudley-alexander-sydney-cosby-lord-1769(1).jpg,https://www.wikiart.org/en/joshua-reynolds/the-archers-double-portrait-of-colonel-john-dyke-acland-and-dudley-alexander-sydney-cosby-lord-1769,the-archers-double-portrait-of-colonel-john-dyke-acland-and-dudley-alexander-sydney-cosby-lord-1769(1).jpg,/rococo/the-archers-double-portrait-of-colonel-john-dyke-acland-and-dudley-alexander-sydney-cosby-lord-1769(1).jpg
Impressionism,Peder Severin Kroyer,"Hip, Hip, Hurrah!",1888,https://use2-uploads1.wikiart.org/images/peder-severin-kroyer/hip-hip-hurrah-1888.jpg,https://www.wikiart.org/en/peder-severin-kroyer/hip-hip-hurrah-1888,hip-hip-hurrah-1888.jpg,/impressionism/hip-hip-hurrah-1888.jpg
Magic Realism,Eyvind Earle,Fog Enshrouded,1992,https://use2-uploads2.wikiart.org/images/eyvind-earle/fog-enshrouded-1992.jpg,https://www.wikiart.org/en/eyvind-earle/fog-enshrouded-1992,fog-enshrouded-1992.jpg,/magic_realism/fog-enshrouded-1992.jpg
Color Field Painting,Mark Rothko,Black on Maroon,1959,https://use2-uploads8.wikiart.org/images/mark-rothko/black-on-maroon-3.jpg,https://www.wikiart.org/en/mark-rothko/black-on-maroon-3,black-on-maroon-3.jpg,/color_field_painting/black-on-maroon-3.jpg
"Neo-Expressionism,Pop Art",Roland Petersen,"California Picnic, Variations on I Ching Series",1970,https://use2-uploads1.wikiart.org/images/roland-petersen/california-picnic-variations-on-i-ching-series-1970.jpg,https://www.wikiart.org/en/roland-petersen/california-picnic-variations-on-i-ching-series-1970,california-picnic-variations-on-i-ching-series-1970.jpg,/neo_expressionism/california-picnic-variations-on-i-ching-series-1970.jpg
Impressionism,Charles Courtney Curran,Fair Critics,1887,https://use2-uploads0.wikiart.org/00123/images/charles-courtney-curran/fair-critics-1887.jpg,https://www.wikiart.org/en/charles-courtney-curran/fair-critics-1887,fair-critics-1887.jpg,/impressionism/fair-critics-1887.jpg
Art Informel,Enrico Baj,La Madmoiselle du Jamaica,1954,https://use2-uploads2.wikiart.org/images/enrico-baj/la-madmoiselle-du-jamaica-1954.jpg,https://www.wikiart.org/en/enrico-baj/la-madmoiselle-du-jamaica-1954,la-madmoiselle-du-jamaica-1954.jpg,/art_informel/la-madmoiselle-du-jamaica-1954.jpg
Magic Realism,Eyvind Earle,Three Horses,1987,https://use2-uploads0.wikiart.org/images/eyvind-earle/three-horses-1987.jpg,https://www.wikiart.org/en/eyvind-earle/three-horses-1987,three-horses-1987.jpg,/magic_realism/three-horses-1987.jpg
Surrealism,Wolfgang Paalen,Combat des Princes Saturniens III,1939,https://use2-uploads6.wikiart.org/images/wolfgang-paalen/combat-des-princes-saturniens-iii-1939.jpg,https://www.wikiart.org/en/wolfgang-paalen/combat-des-princes-saturniens-iii-1939,combat-des-princes-saturniens-iii-1939.jpg,/surrealism/combat-des-princes-saturniens-iii-1939.jpg
Baroque,Esaias van de Velde,Ferry Boat,1622,https://use2-uploads5.wikiart.org/images/esaias-van-de-velde/ferry-boat-1622.jpg,https://www.wikiart.org/en/esaias-van-de-velde/ferry-boat-1622,ferry-boat-1622.jpg,/baroque/ferry-boat-1622.jpg
Minimalism,James Lee Byars,Self-Portrait,1959,https://use2-uploads4.wikiart.org/images/james-lee-byars/self-portrait-1959.jpg,https://www.wikiart.org/en/james-lee-byars/self-portrait-1959,self-portrait-1959.jpg,/minimalism/self-portrait-1959.jpg
Northern Renaissance,Matthias Gr&#252;newald,Heller Altarpiece,1507-1509,https://use2-uploads2.wikiart.org/images/matthias-grünewald/heller-altarpiece-1509.jpg,https://www.wikiart.org/en/matthias-grunewald/heller-altarpiece-1509,heller-altarpiece-1509.jpg,/northern_renaissance/heller-altarpiece-1509.jpg
Surrealism,Francis Picabia,Aello,1930,https://use2-uploads0.wikiart.org/images/francis-picabia/aello.jpg,https://www.wikiart.org/en/francis-picabia/aello,aello.jpg,/surrealism/aello.jpg
Romanticism,Thomas Girtin,Tynemouth Priory from the Sea,1797,https://use2-uploads0.wikiart.org/images/thomas-girtin/tynemouth-priory-from-the-sea-1797.jpg,https://www.wikiart.org/en/thomas-girtin/tynemouth-priory-from-the-sea-1797,tynemouth-priory-from-the-sea-1797.jpg,/romanticism/tynemouth-priory-from-the-sea-1797.jpg
Northern Renaissance,Petrus Christus,Isabella Of Portugal With St. Elizabeth,1458,https://use2-uploads4.wikiart.org/images/petrus-christus/isabel-of-portugal-with-st-elizabeth.jpg,https://www.wikiart.org/en/petrus-christus/isabel-of-portugal-with-st-elizabeth,isabel-of-portugal-with-st-elizabeth.jpg,/northern_renaissance/isabel-of-portugal-with-st-elizabeth.jpg
Rococo,George Romney,Admiral Sir Francis Geary (1709–1796),1783,https://use2-uploads6.wikiart.org/images/george-romney/admiral-sir-francis-geary-1709-1796-1783.jpg,https://www.wikiart.org/en/george-romney/admiral-sir-francis-geary-1709-1796-1783,admiral-sir-francis-geary-1709-1796-1783.jpg,/rococo/admiral-sir-francis-geary-1709-1796-1783.jpg
Pop Art,Walter Battiss,"Coco de Mer, Seychelles",1970,https://use2-uploads3.wikiart.org/images/walter-battiss/coco-de-mer-seychelles-1970.jpg,https://www.wikiart.org/en/walter-battiss/coco-de-mer-seychelles-1970,coco-de-mer-seychelles-1970.jpg,/pop_art/coco-de-mer-seychelles-1970.jpg
Pop Art,Mario Schifano,Coca cola (Tutto),1972,https://use2-uploads5.wikiart.org/images/mario-schifano/coca-cola-tutto-1972.jpg,https://www.wikiart.org/en/mario-schifano/coca-cola-tutto-1972,coca-cola-tutto-1972.jpg,/pop_art/coca-cola-tutto-1972.jpg
Pop Art,Evelyne Axell,La Cible,1970,https://use2-uploads6.wikiart.org/images/evelyne-axell/la-cible-1970.jpg,https://www.wikiart.org/en/evelyne-axell/la-cible-1970,la-cible-1970.jpg,/pop_art/la-cible-1970.jpg
Realism,Theodore Rousseau,Cows in the mare,1852-1855,https://use2-uploads0.wikiart.org/images/theodore-rousseau/cows-in-the-mare-1855.jpg,https://www.wikiart.org/en/theodore-rousseau/cows-in-the-mare-1855,cows-in-the-mare-1855.jpg,/realism/cows-in-the-mare-1855.jpg
Realism,Edouard Manet,Lola de Valence,1862,https://use2-uploads4.wikiart.org/images/edouard-manet/lola-de-valence-1862.jpg,https://www.wikiart.org/en/edouard-manet/lola-de-valence-1862,lola-de-valence-1862.jpg,/realism/lola-de-valence-1862.jpg
Impressionism,Frits Thaulow,Evening at the Bay of Frogner,1880,https://use2-uploads4.wikiart.org/images/frits-thaulow/evening-at-the-bay-of-frogner.jpg,https://www.wikiart.org/en/frits-thaulow/evening-at-the-bay-of-frogner,evening-at-the-bay-of-frogner.jpg,/impressionism/evening-at-the-bay-of-frogner.jpg
Neoclassicism,Domingos Sequeira,"Retrato de D. Carlota Joaquina, Rainha de Portugal",1802,https://use2-uploads5.wikiart.org/images/domingos-sequeira/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802.jpg,https://www.wikiart.org/en/domingos-sequeira/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802,retrato-de-d-carlota-joaquina-rainha-de-portugal-1802.jpg,/neoclassicism/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802.jpg
Early Renaissance,Andrea del Castagno,The Last Supper,1447,https://use2-uploads1.wikiart.org/images/andrea-del-castagno/the-last-supper-1447.jpg,https://www.wikiart.org/en/andrea-del-castagno/the-last-supper-1447,the-last-supper-1447.jpg,/early_renaissance/the-last-supper-1447.jpg
Northern Renaissance,Petrus Christus,Edward Grimston,1446,https://use2-uploads6.wikiart.org/images/petrus-christus/edward-grimston-1446.jpg,https://www.wikiart.org/en/petrus-christus/edward-grimston-1446,edward-grimston-1446.jpg,/northern_renaissance/edward-grimston-1446.jpg
Northern Renaissance,Hans Baldung,Witches,1508,https://use2-uploads4.wikiart.org/images/hans-baldung/witches-1508.jpg,https://www.wikiart.org/en/hans-baldung/witches-1508,witches-1508.jpg,/northern_renaissance/witches-1508.jpg
Post-Impressionism,Istvan Nagy,Little boy,1915,https://use2-uploads6.wikiart.org/images/istvan-nagy/little-boy-1915.jpg,https://www.wikiart.org/en/istvan-nagy/little-boy-1915,little-boy-1915.jpg,/post_impressionism/little-boy-1915.jpg
High Renaissance,Pinturicchio,Portrait of the Donor,1504,https://use2-uploads0.wikiart.org/images/pinturicchio/portrait-of-the-donor-1504.jpg,https://www.wikiart.org/en/pinturicchio/portrait-of-the-donor-1504,portrait-of-the-donor-1504.jpg,/high_renaissance/portrait-of-the-donor-1504.jpg
Color Field Painting,Louis Cane,Papier d&#233;coup&#233; et coll&#233;,1967,https://use2-uploads7.wikiart.org/images/louis-cane/papier-d-coup-et-coll-1967.jpg,https://www.wikiart.org/en/louis-cane/papier-d-coup-et-coll-1967,papier-d-coup-et-coll-1967.jpg,/color_field_painting/papier-d-coup-et-coll-1967.jpg
Realism,Pavel Fedotov,Fashionable Wife (Lioness),1849,https://use2-uploads8.wikiart.org/images/pavel-fedotov/fashionable-wife-lioness.jpg,https://www.wikiart.org/en/pavel-fedotov/fashionable-wife-lioness,fashionable-wife-lioness.jpg,/realism/fashionable-wife-lioness.jpg
Neoclassicism,William Hamilton,"&#39;A Winter&#39;s Tale&#39;, Act IV, Scene 3, the Shepherd&#39;s Cot",1787,https://use2-uploads5.wikiart.org/images/william-hamilton/a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787.jpg,https://www.wikiart.org/en/william-hamilton/a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787,a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787.jpg,/neoclassicism/a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787.jpg
Rococo,Louise Elisabeth Vigee Le Brun,Anna Ivanovna Tolstaya,1774,https://use2-uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya.jpg,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya,anna-ivanovna-tolstaya.jpg,/rococo/anna-ivanovna-tolstaya.jpg
Romanticism,Alexander Orlowski,Battle of Cossaks with Kirgizes,1826,https://use2-uploads7.wikiart.org/images/alexander-orlowski/battle-of-cossaks-with-kirgizes-1826.jpg,https://www.wikiart.org/en/alexander-orlowski/battle-of-cossaks-with-kirgizes-1826,battle-of-cossaks-with-kirgizes-1826.jpg,/romanticism/battle-of-cossaks-with-kirgizes-1826.jpg
Abstract Expressionism,John Altoon,Untitled 14,1960,https://use2-uploads7.wikiart.org/00141/images/john-altoon/untitled-14-1960.jpg,https://www.wikiart.org/en/john-altoon/untitled-14-1960,untitled-14-1960.jpg,/abstract_expressionism/untitled-14-1960.jpg
Lyrical Abstraction,Jacques H&#233;rold,Moon Flowers,XX cent.,https://use2-uploads6.wikiart.org/images/jacques-h-rold/moon-flowers.jpg,https://www.wikiart.org/en/jacques-h-rold/moon-flowers,moon-flowers.jpg,/lyrical_abstraction/moon-flowers.jpg
Abstract Expressionism,Ralph Rosenborg,Monhegan Island Seascape,1959,https://use2-uploads6.wikiart.org/images/ralph-rosenborg/monhegan-island-seascape-1959.jpg,https://www.wikiart.org/en/ralph-rosenborg/monhegan-island-seascape-1959,monhegan-island-seascape-1959.jpg,/abstract_expressionism/monhegan-island-seascape-1959.jpg
Art Informel,Sadamasa Motonaga,Sakuhin,1964,https://use2-uploads0.wikiart.org/images/sadamasa-motonaga/sakuhin-1964.jpg,https://www.wikiart.org/en/sadamasa-motonaga/sakuhin-1964,sakuhin-1964.jpg,/art_informel/sakuhin-1964.jpg
Magic Realism,Carel Willink,Wilma,1932,https://use2-uploads3.wikiart.org/images/carel-willink/wilma-1932.jpg,https://www.wikiart.org/en/carel-willink/wilma-1932,wilma-1932.jpg,/magic_realism/wilma-1932.jpg
Realism,Adolph Menzel,Weekday in Paris,1869,https://use2-uploads5.wikiart.org/images/adolph-menzel/weekday-in-paris-1869.jpg,https://www.wikiart.org/en/adolph-menzel/weekday-in-paris-1869,weekday-in-paris-1869.jpg,/realism/weekday-in-paris-1869.jpg
Realism,Ivan Shishkin,Promenading in the Forest,1869,https://use2-uploads5.wikiart.org/images/ivan-shishkin/promenading-in-the-forest-1869.jpg,https://www.wikiart.org/en/ivan-shishkin/promenading-in-the-forest-1869,promenading-in-the-forest-1869.jpg,/realism/promenading-in-the-forest-1869.jpg
Northern Renaissance,Pieter Bruegel the Elder,The Triumph of Death,1562-1563,https://use2-uploads6.wikiart.org/images/pieter-bruegel-the-elder/the-triumph-of-death.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/the-triumph-of-death-1562-1,the-triumph-of-death.jpg,/northern_renaissance/the-triumph-of-death.jpg
Northern Renaissance,Maarten de Vos,The Rape of Europa,1590,https://use2-uploads4.wikiart.org/00103/images/maarten-de-vos/the-rape-of-europa-1590.jpg,https://www.wikiart.org/en/maarten-de-vos/the-rape-of-europa-1590,the-rape-of-europa-1590.jpg,/northern_renaissance/the-rape-of-europa-1590.jpg
Baroque,Jacob Jordaens,The Return from Egypt of the Holy Family,1616,https://use2-uploads3.wikiart.org/images/jacob-jordaens/the-return-from-egypt-of-the-holy-family-1616.jpg,https://www.wikiart.org/en/jacob-jordaens/the-return-from-egypt-of-the-holy-family-1616,the-return-from-egypt-of-the-holy-family-1616.jpg,/baroque/the-return-from-egypt-of-the-holy-family-1616.jpg
Post-Impressionism,Vanessa Bell,Mrs. St John Hutchinson,1915,https://use2-uploads1.wikiart.org/images/vanessa-bell/mrs-st-john-hutchinson-1915.jpg,https://www.wikiart.org/en/vanessa-bell/mrs-st-john-hutchinson-1915,mrs-st-john-hutchinson-1915.jpg,/post_impressionism/mrs-st-john-hutchinson-1915.jpg
Realism,Theodore Gericault,Anatomical Pieces,1819,https://use2-uploads6.wikiart.org/images/theodore-gericault/anatomical-pieces.jpg,https://www.wikiart.org/en/theodore-gericault/anatomical-pieces-1819-1,anatomical-pieces.jpg,/realism/anatomical-pieces.jpg
Pop Art,Billy Apple,Cut,1964,https://use2-uploads8.wikiart.org/images/billy-apple/cut-1964.jpg,https://www.wikiart.org/en/billy-apple/cut-1964,cut-1964.jpg,/pop_art/cut-1964.jpg
Minimalism,Johannes Jan Schoonhoven,RAD 4,1968,https://use2-uploads5.wikiart.org/images/johannes-jan-schoonhoven/rad-4-1968.jpg,https://www.wikiart.org/en/johannes-jan-schoonhoven/rad-4-1968,rad-4-1968.jpg,/minimalism/rad-4-1968.jpg
Neo-Expressionism,Arnulf Rainer,Krass,1973,https://use2-uploads3.wikiart.org/images/arnulf-rainer/krass-1973.jpg,https://www.wikiart.org/en/arnulf-rainer/krass-1973,krass-1973.jpg,/neo_expressionism/krass-1973.jpg
Early Renaissance,Carlo Crivelli,Virgin and Child Enthroned with Saints,1488,https://use2-uploads5.wikiart.org/images/carlo-crivelli/virgin-and-child-enthroned-with-saints.jpg,https://www.wikiart.org/en/carlo-crivelli/virgin-and-child-enthroned-with-saints,virgin-and-child-enthroned-with-saints.jpg,/early_renaissance/virgin-and-child-enthroned-with-saints.jpg
Abstract Expressionism,Perle Fine,A Timeless Moment,1954,https://use2-uploads3.wikiart.org/images/perle-fine/a-timeless-moment-1954.jpg,https://www.wikiart.org/en/perle-fine/a-timeless-moment-1954,a-timeless-moment-1954.jpg,/abstract_expressionism/a-timeless-moment-1954.jpg
Early Renaissance,Domenico Veneziano,The Miracle of St. Zenobius,1442-1448,https://use2-uploads2.wikiart.org/images/domenico-veneziano/the-miracle-of-st-zenobius-1448.jpg,https://www.wikiart.org/en/domenico-veneziano/the-miracle-of-st-zenobius-1448,the-miracle-of-st-zenobius-1448.jpg,/early_renaissance/the-miracle-of-st-zenobius-1448.jpg
Surrealism,Leon Underwood,Manitu Bird,1935,https://use2-uploads1.wikiart.org/images/leon-underwood/manitu-bird-1935.jpg,https://www.wikiart.org/en/leon-underwood/manitu-bird-1935,manitu-bird-1935.jpg,/surrealism/manitu-bird-1935.jpg
Realism,Albert Anker,Bildnis Emilie Weiss (mit Pl&#252;schtier),1868,https://use2-uploads5.wikiart.org/images/albert-anker/bildnis-emilie-weiss-mit-pl-schtier-1868.jpg,https://www.wikiart.org/en/albert-anker/bildnis-emilie-weiss-mit-pl-schtier-1868,bildnis-emilie-weiss-mit-pl-schtier-1868.jpg,/realism/bildnis-emilie-weiss-mit-pl-schtier-1868.jpg
Minimalism,Yves Klein,Untitled Blue Monochrome,1959,https://use2-uploads1.wikiart.org/images/yves-klein/untitled-blue-monochrome-1959.jpg,https://www.wikiart.org/en/yves-klein/untitled-blue-monochrome-1959,untitled-blue-monochrome-1959.jpg,/minimalism/untitled-blue-monochrome-1959.jpg
Cubism,Gosta Adrian-Nilsson,Figurer I Trappa,1923,https://use2-uploads3.wikiart.org/images/gosta-adrian-nilsson/figurer-i-trappa-1923.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/figurer-i-trappa-1923,figurer-i-trappa-1923.jpg,/cubism/figurer-i-trappa-1923.jpg
Surrealism,Edward Wadsworth,The Beached Margin,1937,https://use2-uploads1.wikiart.org/images/edward-wadsworth/the-beached-margin-1937.jpg,https://www.wikiart.org/en/edward-wadsworth/the-beached-margin-1937,the-beached-margin-1937.jpg,/surrealism/the-beached-margin-1937.jpg
Realism,Jean-Francois Millet,Death and the woodcutter,1859,https://use2-uploads6.wikiart.org/images/jean-francois-millet/death-and-the-woodcutter.jpg,https://www.wikiart.org/en/jean-francois-millet/death-and-the-woodcutter,death-and-the-woodcutter.jpg,/realism/death-and-the-woodcutter.jpg
High Renaissance,Lorenzo Lotto,The Angel of the Annunciation,1527,https://use2-uploads0.wikiart.org/images/lorenzo-lotto/the-angel-of-the-annunciation-1527.jpg,https://www.wikiart.org/en/lorenzo-lotto/the-angel-of-the-annunciation-1527,the-angel-of-the-annunciation-1527.jpg,/high_renaissance/the-angel-of-the-annunciation-1527.jpg
Abstract Art,Otto Freundlich,Lichtkreise (Kosmischer Regenbogen),1922,https://use2-uploads6.wikiart.org/images/otto-freundlich/lichtkreise-kosmischer-regenbogen-1922.jpg,https://www.wikiart.org/en/otto-freundlich/lichtkreise-kosmischer-regenbogen-1922,lichtkreise-kosmischer-regenbogen-1922.jpg,/abstract_art/lichtkreise-kosmischer-regenbogen-1922.jpg
Impressionism,Marie Bracquemond,Le Gouter,1880,https://use2-uploads2.wikiart.org/images/marie-bracquemond/le-gouter-1880.jpg,https://www.wikiart.org/en/marie-bracquemond/le-gouter-1880,le-gouter-1880.jpg,/impressionism/le-gouter-1880.jpg
Neoclassicism,Jean Auguste Dominique Ingres,The Apotheosis of Homer,1827,https://use2-uploads1.wikiart.org/images/jean-auguste-dominique-ingres/the-apotheosis-of-homer-1827.jpg,https://www.wikiart.org/en/jean-auguste-dominique-ingres/the-apotheosis-of-homer-1827,the-apotheosis-of-homer-1827.jpg,/neoclassicism/the-apotheosis-of-homer-1827.jpg
Northern Renaissance,Jean Hey,"Peter II Duke of Bourbon presented by St. Peter, left hand wing of a triptych",1498,https://use2-uploads5.wikiart.org/images/jean-hey/peter-ii-duke-of-bourbon-presented-by-st-peter-left-hand-wing-of-a-triptych-1498.jpg,https://www.wikiart.org/en/jean-hey/peter-ii-duke-of-bourbon-presented-by-st-peter-left-hand-wing-of-a-triptych-1498,peter-ii-duke-of-bourbon-presented-by-st-peter-left-hand-wing-of-a-triptych-1498.jpg,/northern_renaissance/peter-ii-duke-of-bourbon-presented-by-st-peter-left-hand-wing-of-a-triptych-1498.jpg
Early Renaissance,Andrea del Verrocchio,Portrait of a Woman,1475-1480,https://use2-uploads2.wikiart.org/images/andrea-del-verrocchio/portrait-of-a-woman.jpg,https://www.wikiart.org/en/andrea-del-verrocchio/portrait-of-a-woman,portrait-of-a-woman.jpg,/early_renaissance/portrait-of-a-woman.jpg
Realism,Johan Hendrik Weissenbruch,View of Haarlem,1845-1848,https://use2-uploads8.wikiart.org/images/johan-hendrik-weissenbruch/view-of-haarlem-1848.jpg,https://www.wikiart.org/en/johan-hendrik-weissenbruch/view-of-haarlem-1848,view-of-haarlem-1848.jpg,/realism/view-of-haarlem-1848.jpg
